"geneID","1-Rep1_S1","1-Rep2_S25","1-Rep3_S13","1M-Rep1_S13","1M-Rep2_S1","1M-Rep3_S25","2-Rep1_S2","2-Rep2_S26","2-Rep3_S14","2M-Rep1_S14","2M-Rep2_S2","2M-Rep3_S26","3-Rep1_S3","3-Rep2_S27","3-Rep3_S15","3M-Rep1_S15","3M-Rep2_S3","3M-Rep3_S27","4-Rep1_S4","4-Rep2_S28","4-Rep3_S16","4M-Rep1_S16","4M-Rep2_S4","4M-Rep3_S28","5-Rep1_S5","5-Rep2_S29","5-Rep3_S17","5M-Rep1_S17","5M-Rep2_S5","5M-Rep3_S29","6-Rep1_S6","6-Rep2_S30","6-Rep3_S18","6M-Rep1_S18","6M-Rep2_S6","6M-Rep3_S30","7-Rep1_S7","7-Rep2_S31","7-Rep3_S19","7M-Rep1_S19","7M-Rep2_S7","7M-Rep3_S31","8-Rep1_S8","8-Rep2_S32","8-Rep3_S20","8M-Rep1_S20","8M-Rep2_S8","8M-Rep3_S32","9-Rep1_S9","9-Rep2_S33","9-Rep3_S21","9M-Rep1_S21","9M-Rep2_S9","9M-Rep3_S33","10-Rep1_S10","10-Rep2_S34","10-Rep3_S22","10M-Rep1_S22","10M-Rep2_S10","10M-Rep3_S34","11-Rep1_S11","11-Rep2_S35","11-Rep3_S23","11M-Rep1_S23","11M-Rep2_S11","11M-Rep3_S35","12-Rep1_S12","12-Rep2_S36","12-Rep3_S24","12M-Rep1_S24","12M-Rep2_S12","12M-Rep3_S36"
"21","lcl|AM181176.4_cds_CAY46307.1_22",35.0053,27.9957,45.4778,41.9464,31.1521,51.3878,41.0457,24.4083,21.7328,39.0952,26.6889,29.0671,53.9748,26.0865,26.8832,57.2496,27.6481,29.7384,62.3209,25.0271,30.3202,60.0262,29.7691,28.856,64.108,30.6357,34.0988,50.0915,34.012,38.7333,59.654,34.513,50.9692,54.7812,37.0522,48.6253,84.9603,38.3939,55.5084,64.8402,39.4452,52.2805,80.5811,40.7069,59.9791,78.1422,45.3107,63.2066,73.6888,46.5134,71.1238,67.97,51.5281,57.1082,63.4859,48.7172,65.1729,63.7983,46.1332,52.5381,93.2726,50.0972,66.6264,82.3595,47.0934,62.467,74.6514,53.4393,68.5078,40.8134,50.3526,60.5301
"22","lcl|AM181176.4_cds_CAY46308.1_23",96.0621,65.5799,266.737,102.679,91.3003,367.157,156.684,54.9553,63.0582,132.151,60.6961,80.6816,275.479,57.9677,68.3146,224.933,56.9361,77.3414,237.182,63.263,89.9169,202.31,62.9189,84.9139,282.239,71.5092,124.212,214.662,73.8387,109.752,310.886,85.9544,193.362,276.986,79.1959,168.417,356.046,95.8369,223.232,290.886,82.4832,205.151,349.733,120.063,236.084,289.762,96.0913,218.625,264.809,111.097,288.55,256.339,93.8501,265.788,314.021,119.048,291.16,238.211,95.1155,211.249,255.681,118.867,257.697,219.289,93.7749,176.206,136.402,114.353,244.172,90.0748,82.5881,139.649
"23","lcl|AM181176.4_cds_CAY46309.1_24",64.7033,44.8808,238.232,66.879,57.7246,304.131,83.3852,36.3703,36.7773,66.5689,32.9269,39.2917,142.81,37.0904,44.1071,109.219,35.907,45.2892,117.276,37.9087,51.0874,107.394,34.7725,43.2754,125.76,41.5807,68.745,109.251,47.867,61.9413,182.117,48.9966,103.479,154.721,39.3864,78.8132,199.649,53.8612,129.451,170.391,47.0562,90.2549,182.489,61.1759,132.928,172.403,48.0901,112.808,155.606,56.1584,162.098,137.331,41.146,115.907,140.155,63.1818,160.887,136.143,46.8852,120.616,148.605,57.3528,141.352,106.134,41.0372,96.1615,64.7162,52.472,102.997,48.4389,37.6963,71.5276
"24","lcl|AM181176.4_cds_CAY46310.1_25",10.1274,6.77707,19.468,10.3176,6.56576,20.7292,10.2284,6.69638,6.61005,11.2098,5.5675,7.15559,13.4938,5.20633,7.46688,11.4303,6.90775,8.0862,12.7689,7.51729,8.89538,12.208,7.05391,8.36356,12.5634,8.51147,10.0232,9.27046,9.58607,9.0213,17.1748,8.50149,13.9469,14.9292,8.46867,11.6412,18.7031,8.73713,14.4212,14.8369,8.63076,13.6199,13.6353,9.13192,15.6975,15.761,9.10587,17.0885,15.0222,9.5059,17.718,13.3741,9.32115,13.6857,13.3592,9.98268,17.3844,13.422,9.0252,12.5988,15.5217,9.10313,15.0917,12.9141,9.43177,12.1106,10.4733,9.92983,12.6465,4.97582,9.05269,9.78288
"25","lcl|AM181176.4_cds_CAY46312.1_27",3.06044,2.36741,4.00466,3.44681,3.07146,3.90626,3.48962,2.723,2.59346,4.31952,3.10802,3.63888,4.84048,2.89334,2.78688,4.77226,3.22847,3.36617,4.62517,3.37195,2.60703,5.80043,2.83079,4.02335,4.74707,2.9746,3.47814,4.92159,3.52029,4.40849,4.58311,2.83035,5.38577,5.03494,4.1063,5.05997,6.63162,3.65637,5.30611,4.55063,3.94453,3.62807,6.46661,3.96987,5.14845,5.57888,4.43531,4.54347,4.47914,3.34476,5.5318,4.45831,3.74619,4.89998,6.31835,3.70352,4.50198,4.9796,3.85556,3.68848,5.94875,4.25028,5.55285,4.82036,4.62204,4.92563,3.65983,4.02639,4.78218,3.8471,4.46902,5.00458
"26","lcl|AM181176.4_cds_CAY46313.1_28",11.178,6.47079,8.06345,9.99776,6.96066,10.411,13.1206,6.66731,6.41508,13.3448,7.35799,7.69659,14.4853,7.47263,7.62716,15.1308,7.17765,7.45391,14.9615,6.56453,6.90888,14.3104,9.08564,9.1053,15.7597,8.58764,11.0859,12.9255,11.2582,14.2713,15.7318,10.8014,16.6975,14.5716,11.1029,17.1269,18.7946,12.1237,18.5162,16.8498,11.819,16.2899,14.9271,13.858,18.2312,14.9453,13.8107,13.8347,13.5012,14.9389,16.8764,12.5664,14.0687,15.6999,17.524,14.5011,14.4199,13.0644,14.1734,17.0054,17.2311,14.8857,13.2524,17.1972,13.1953,14.2397,14.531,13.4742,13.1746,9.52933,11.5528,15.1886
"27","lcl|AM181176.4_cds_CAY46314.1_29",28.1358,23.1729,28.4348,26.011,21.393,34.0579,29.7058,19.0321,19.9342,31.6741,21.8741,25.8023,34.076,21.692,27.3761,38.129,24.5143,23.962,33.0635,19.8211,20.0814,32.4618,27.6464,29.6727,33.1913,22.1409,27.2795,34.1772,25.3446,35.1417,32.5879,21.5547,39.0902,33.4389,23.3365,43.409,45.3558,23.402,45.8838,39.34,30.9516,54.2716,51.5499,37.1712,40.9643,43.8053,38.455,36.2015,39.9905,29.0301,42.4103,40.8269,39,45.1743,59.0374,33.5882,37.0177,41.2848,42.6122,40.1053,47.7357,36.0635,39.9098,49.0843,33.5791,33.6276,36.2071,33.7796,34.0903,29.9745,43.9243,36.1193
"28","lcl|AM181176.4_cds_CAY46315.1_30",10.8511,50.5707,70.8756,11.9164,58.2881,103.331,15.3626,36.3044,11.8411,14.0354,37.928,17.472,16.3846,29.3038,13.0409,18.0928,30.795,14.2954,15.8921,21.3302,12.9568,20.4203,22.9404,16.2797,17.1579,19.2267,13.7473,13.8965,24.5746,16.2589,15.1183,16.734,16.8242,15.1567,21.3159,15.3103,14.8219,15.136,18.0042,14.5313,17.3373,16.6777,18.0088,15.1417,17.6413,14.0108,15.3771,20.0079,12.219,16.0313,17.093,13.7256,18.3599,13.9477,12.991,18.4378,15.5191,15.0883,16.6639,16.9819,19.8427,15.9517,14.1406,16.0134,14.2043,19.6997,15.9282,16.0363,15.3419,8.74948,16.537,17.2539
"29","lcl|AM181176.4_cds_CAY46316.1_31",5.08474,39.9987,117.693,5.84333,54.0773,121.398,7.08515,31.0414,6.03339,8.38658,31.4122,9.38935,10.173,22.7889,6.88457,6.97895,23.602,8.91415,6.95905,17.4159,7.93722,9.35233,19.5294,8.87396,8.15492,12.8293,8.12506,8.63076,17.5998,10.1812,7.15782,12.1405,8.86968,12.6523,11.8783,9.61123,8.07193,9.96508,9.96656,7.3698,10.3459,9.96082,9.63197,9.60119,11.5225,12.3074,9.43188,10.7619,9.31673,11.479,8.84941,9.78398,13.9443,10.9875,3.8367,10.6651,8.81888,10.0866,9.07443,9.21639,17.996,8.9664,7.66554,12.7731,7.73182,11.2751,8.78556,9.24392,6.53775,6.21167,10.1196,11.4545
"30","lcl|AM181176.4_cds_CAY46317.1_32",6.15468,32.4597,127.035,7.48037,38.2953,128.271,7.21972,23.1339,7.13769,7.13819,30.1416,9.20671,8.43436,22.0101,8.81198,9.1992,23.341,8.66424,9.84397,15.0655,9.70394,9.4771,19.4698,8.78945,10.0945,16.3304,9.33488,10.8515,16.0999,7.57152,10.3584,14.6257,8.94685,10.0122,12.217,9.45952,9.36541,11.7202,10.5351,11.7604,13.4152,11.8002,12.9198,10.1716,14.3807,12.8106,11.04,16.181,11.1525,15.2461,8.96844,12.0508,15.5626,11.054,19.1617,13.0897,10.4158,12.8783,13.5671,10.7776,23.448,11.5805,7.89913,18.2221,10.5033,11.3325,17.1799,11.2543,11.0017,21.4291,10.7625,13.6402
